opini_dokumen,opini_label
"Agarv lebih sabar lagi dalam mengajar kami, jangan terlalu cepat (kristalografi c)",n
Cat ruangan diperbaharui ,p
"Untuk ac lebih diperbaiki karena seperti tidak berfungsi, papan tulis banyak yang tidak layak karena warnannya hitam, lcd berubah warna menyulitkan untuk memahami ",p
Tambah atm,p
"Ruangan amat kurang layak, status sebagai kampus ????",n
Atm bri ada atm dikampus,p
Untuk dosen pengajar supaya memberikan materi atau mengajarkan materinya lebih secara perlahan lagi supaya dosen dipahami secara perlahan oleh mahasiswa ,p
Papan tulis diruang p22 tidak bersih,n
Kurangnya penghijauan,n
Free wifi diperbanyak donk,n
Kantin diperbesar ruangan kurang dingin,n
Wifi,p
"Ruang kelas dikasih ac, kalau siang mahasiswa kepanasan",n
Wifi disebar secara merata dan gratis,p
Jangakuan wifi diperluas,p
Mohon wifi di[perluas dan slot ditambah,p
"Ac kanya sebagai fariasi ruangan, hanya menghabiskan dana saja bila tidak maksimal",n
"Bangku-bangku pada rusak, diperhatikan dan papan tulis yang sudah berwarna hitam supaya demi kenyamanan mahasiswa untuk belajar, harus segera diperhatikan ruangannya ",n
Ac diruangan kelas wifi tolong diperhatikan kelancarannya,p
Mohon kampus 3 diberi ac dan wifi yang lancar,p
"Untuk kampus tolong perbanyak spidol, , perbaiki proyektor yang rusak dan ac",p
"Mohon pasang ac dikelas, kursi mahasiswa lebih nyaman, kulkas dikantin",p
Ac wifi untuk kelas,p
Lebih jelas dan jangan terlalu cepat pada saat menjelaskan materi perkuliahan kristalografi,n
Wifi diperbagus kantin untuk kampus 3 ruang kelas diberi ac referensi buku diperpustakaan diperlengkap kampus bebas asap rokok tempat parkir diperluas,p
Fasilitas kelas ac dipasang,n
Wifi kampus 3 ruang ac kampus 3,p
"Kurang nyaman pada bangku kuliahnya dan pada siang hari panasnya minta ampun sarana acnya tidak berfungsi, sebaiknya diperbaiki kembali agar aktivitas belajar dan mengajarnya jadi lebih baik nyaman ",n
"Ac, wifi",p
"Kebanyakan referensi yang ada masih menggunakan bahasa inggris, mungkin sangat membantu jika referensinya diterjemahkan kebahasa indonesia karena meskipun bahasa inggris sangat menunjang namun tidak semua mahasiswa bisa berbahasa inggris ",p
"Ac, wifi dan white board, kursi ganti baru",p
Lebih baiknya pihak kampus memberikan buku-buku panduan kuliah,p
"Mohon diberikan modul-modul untuk mahasiswa, dalam menyampaikan materi materi dilambatkan sedikit (kristalografi)",p
"Widescreen diruang s2.03 mohon diperbaiki, karena sudah tidak simetris & lcd terkadang menampilkan warna yang kurang bersih serta whiteboard kotor, jadi saat dosen menerangkan tulisan/gambar terkadang sulit terbaca , terimakasih",p
"Ac tolong dikondisikan, spidol diperbanyak, papan tulis diganti yang baik",p
Sarana penunjang : fasilitas internet pada kampus sangat kurang sehingga mahasiswa susah untuk mengerjakan tugas-tugas kuliah,n
"Papan tulisnya tolong dibersihkan agar tidak mengganggu aktivitas mengajar karena terlalu kotor, spidolnya diperbanyak. ac lebih fungsi",n
"Wifi mana, ac mana, jendela kasih penutup",n
"ruang kelas disediakan mikrofon, ruang kelas diberi gorden, ac tidak dingin",n
Parkiran kampus diperbesar,p
Perbanyak wifi,p
Untuk kenyamanan ruang kelas tolong acnya agar lebih dingin dan untuk tidak sampai ruang kelas habis terpakai pada siang/malam ada baiknya agar perombakan ruang kelas / bikin kampus baru,p
Kaca ventilasi dikondisikan,n
Spidol diisi terus jangan dibiarkan kosong,n
"Ruang kelas pengok lantai 2 bangunannya sering goyang, mohon diperbaiki, kabel proyektor/proyektor dikampus 3 diperbaiki untuk yang rusak, buku dosen juga diperlukan agar mahasiswa punya acuan ilmu yang pasti, wifi mohon diperbaiki agar mempermudah mahasiswa dalam mengerjakan tugas dikampus 3",n
"Whiteboard kotor, kursi banyak corat-coret, lcd warna tidak sesuai adanya, ac banyak yang tidak fungsi",n
"Kampus diperbaiki/fasilitas ditambah, malu sama kampus lain dijogja",n
"Untuk dosen kris suryowati, s.si.;m.si. kalau menjelaskan harusnya disertai dengan contoh yang detail tidak disuruh membayangkan karena ini matakuliah yang matematis kalau menjelaskan materi harusnya diselesaikan terlebih dahulu baru pindah ke materi selanjutnya bukan ketika ingat materi baru materi yang sedang dijelaskan diskipp tidak selesai",n
"Ac perbaiki s1.02, proyektor",n
"Ac jangan cuma dijadikan pajangan!, lcd sudah jelek, mohon diganti",n
"Tolong diperbaikio cara mengajarnya karena ini materi kuliah matematic bukan sosila jadi jangan cuman disuruh membayangkan saja tapi disertai dengan contoh sehingga mahasiswa paham dengan materi yang diajarkan kris suryowati, s.si.;m.si. kenapa kalau lihat krs online harus dikampus seharusnya bisa mengakses diamnapun biar lebih mudah efisien",n
Mohon whitheboard pada dibersihkan karena kalau untuk melihat tulisan ti whiteboard tidak jelas dan fasilitas pendingin kelas tidak dingin,n
"Keberhasilan seorang pendidik adalah ketika banyak mahasiswanya mendapat nilai bagus, bukan bangga jarang ada mahasiswa yang mendapat nilai a kris suryowati, s.si.;m.si. kuisioner ini sebaiknya diberikan saat pertengahan semester agar kami bisa merasakan perubahan dari kritik kami untuk ibu kris suryowati, s.si.;m.si. sebaiknya diperbanyak contoh dalam mengajar",n
Kelayakan lcd dan whiteboard sangat kurang kenyamanan ruang kelas kurang karena panas,n
Diberi wifi yang bisa free ac dikampus 3 lantai dikampus 3 diperbaiki,p
Tingkatkan jaringan wifi kampus dan ac ruangan kotor,n
Wifi kampus 3 tolong diadakan ruangan kelas kampus 3 tolong diganti yang ber ac lantai kampus 3 sering pecah,n
"Sarana dan prasarana kampus harus lebih ditingkatkan lagi, ketersediaan wifi kampus harus lebih ditingkatkan",p
Sediakan wifi pengadaan ac kampus 3 lantai kampus 3 banyak yang oksidasi,n
Wifi sering tidak hidup parkiran kurang luas parkiran tidak ada atap ruangan butuh ac bangunan lantai retak,n
Tambhakan ac,p
Fasilitas (lcd) harus diperhatikan dan diganti sama yang lebih bagus,p
"Lebih jelas lagi dalam memberikan materi secara utuh dan lengkap jangan hanya sebagian kris suryowati, s.si.;m.si.",n
"Penyampaian materi semoga lebih bisa dimengerti lagi kris suryowati, s.si.;m.si.",n
Wifi,p
"Dalam perkuliahan sebaiknya latiahn soal lebih diperbanyak lagi dan dijelaskan dengan baik agar mahasiswa dapat memahami dengan baik kris suryowati, s.si.;m.si. pengadaan ac kampus",p
"White board, ac, lantai diperbaiki",p
Pasang ac ,n
Ruangan dibuat kedap suara,n
Ac diganti yang baru,p
"Cara mengajar baik (dra.sri sunarsih,m.si)",p
Peningkatan sarana penunjang evaluasi kurikulum (apa hubungan t.informatika dnegan t.lingkungan??????),n
"-ruangan : akuarium perlu korden, -ac : pajangan, matisuri, -spidol sering mati, -kursi rusak ",n
Semoga pembelajaran kedepannya lebih baik lagi !,p
"-kursi diganti yang baru, penataan parkir yang lebih baik dan rapi, pengadaan smoking room, penerapan regulasi tentang sampah dan rokok lingkungan kampus 1,2,maupun 3",p
Lebih ditingkatkan kembali sarana & prasarana penunjang kuliah,p
"Mohon sarana kelayakan kelas diperbaiki seperti ac, lcd dab lainnya",p
"1. tolong lebih dijelasin pengalaman dalam dunia kerja, 2. rambu-2 bahaya apabila terjadi bencana gempa/kebakaran dikampus",p
Dinding kelas dicat lagi karena sudah banyak coretan-coretannya,n
Yang terbaik lah buat mahasiswa dan dosen-disen agar akprind makin the best!,p
"Sebaiknya ada buku acuan, untuk cara mengajarnya saya menyukainya (kimia dasar b geologi)",p
Perbanyak buku panduan tentang kimia dasar dan juga modul karya dosen agar kita dapat mengetahui kimia dasar lebih lagi (geologi),p
"Saran saya dalam menjelaskan bahan ajar, dimohon untuk lebih pelan dan menjelaskan dengan ring, terlalu cepat dalam menjelaskan dan menyediakan modul sebagai sarana pembelajaran (kimia dasar geologi)",p
"Acnya tidak layak lagi, karena terlalu panas, dinding ruang kelas terlalu banyak coretan terutama perkataan yang jorok. peraturan dari dosen sudah baik dan ditingkatkan",n
Menjadikan ruangan lebih baik lagi,p
Jangan terlalu banyak kuliah tambahan/pengganti,n
Dilengkapi lagi sarana penunjangnya,p
Fasilitas ruangan harus diperhatikan demi menunjang kenyamanan mahasiswa yang sedang belajar,p
Engsel pintu diperbaiki agar tidak berderit pada saat dipakai,n
"Ac bukan dingin tapi panas (tidak berjalan dengan baik), dinding kelas terlalu banyak coretan (mesti dicat lagi)",n
Selaraskan materi kuliah dengan materi ujian (harus berimbang antar bab) kimia dasar b geologi,n
"Ac disetiap ruangan harus ada !, dinding ruangan dicat kembali !",n
Kurang dinginnya ac sehingga kami kepanasan dan acnya perlu perbaikan agar pembelajaran kami nyaman,n
"Untuk pintu masuk harap diperbaiki agar tidak menggesek bikin berisik, untuk lcd kurang besar tampilannya sehingga mahasiswa yang dibelakang kurang nampak. tiap ruangan diberi pengharum ruangan, dinding penuh coretan. dimohon untuk dicat ulang atau dibersihkan ",n
Pahami mahasiswa agar tidak ada kecemburuan berperilaku baik dan bijak dalam kepenilaian,p
"Mohon kepada pihak kampus jangan hanya dijadikan formalitas saja, tunjukkan perubahan setelah mahasiswa mengisi kuisioner ini. sediakan atm khusus mahasiswa, sediakan tempat pembayaran yang layak, kami bukan kambing yang harus ngantri ketika diberi makan",n
"Wibawa sebagain dosen harus dijaga, jangan karena masalah kecil menjadi masalah besar bagi mahasiswa, toleran terhadap mahasiswa (geologi teknik b)",n
Layanan wifi kampus diperbaharui karena selalu digunakan,p
Jangann suka merajuk terhadap mahasiswa (geologi teknik b),n
"Tambah microfon dosen mengajar, ac kurang dingin",n
"Ac, spidol, whiteboard tolong dikondisikan layak pakai, lcd juga dosen tolong jangan diskriminatif (geologi teknik b)",n
"Jangan suka ngambek pak, merisak mood belajar mahasiswa, suara dikeraskan dalam mengajar (geologi teknik b)",n
"Kursi banyak yang goyang-goyang, ac sepertinya gak ada fungsi, plafonnnya perlu dicat ulang, gak suka lihatnya",n
"Dosen geologi teknik b diganti, mahasiswa banyak yang gak suka dengan cara mengejarnya. geologi akprind gak akan berkembang kalau dosen seperti itu ",n
Jendela ditutup karena dapat mengganggu konsentrasi dalam belajar,p
Semoga lebih baik lagi,p
Mohonn wifi diperkluat jaringannya,n
Ruang kelas kurang memadai,n
"Lcd diperbaiki, ganti baru, ac jangan sebagai acecoris, ruang kelas kurang membosankan",n
Perlu menambahkan penunjang sarana & prasarana kampus,p
"Ac, wifi, papan tulis harap diperbaiki",p
Kelayakan ohp/lcd dan ac untuk ruang s2-07,p
Pendingin ruangan harap ditambah,p
Pendingin ruangan tolong dimaksimalkan,p
Pendingin ruangan diperbaharui,p
"Sarana pembelajaran dalam ruang kelas mohon diperbaiki seperti ac, lcd, papan tulis dan sarana prasarana diruang kelas",p
Kalau nulis agak diperjelas (dra.winarni) ,n
Dari segi perkuliahan sudah cukup baik dan kondusif atas scl yang telah diterapkan kesempatan lebih dalam berdiskusi didalam kelas,p
Tolong unutuk memperjelas tulisan aagar mudah dipahami (dra.winarni),p
Kenyamanan ruang belajar perlu diperhatikan untuk menunjang prestasi para mahasiswa/mahasissi,p
Saran saya ibu harus menggunakan teknologi modern jadi mahasiswa tidak harus mencatat materi (dra.winarni),p
Leih baik kedepanya,p
"Atap semua kelas tolong diperbaiki lagi, infokus banyak rusak, ac kurang dingin, lapangan kampus tolong difasilitasi lebih baik lagi",n
Meningkatkan kenyaamanan ruang kelas,p
Tulisan diperjelas lagi agar mahasiswa mudah mencatat (dra.winarni),n
"Tingkatkan sarana belajar mengajar,agar lebih efektif",p
"Jadilah dosen yang so sweet & bijaksana (geologi teknik b), lcd sudah mulai memudar",p
"Untuk penulisan tolong diperjelas, karena susah dibaca (dra.winarni)",n
"Tulisanya kurang jelas,jadi saya memahami materi (dra.winarni)",n
Tulisan diperjelas (dra.winarni),n
"1. rambu-2 untuk adanya bencana disetiap gedung kampus baik kebakaran ataupun jika terjadi gempa, 2.berilah tempat yang khusus untuk mahasiswa melakukan suatu diskusi dalam menunjang keilmuan (didalam kampus), 3. hapus jam malam kampus",p
"Tulisan dosen diperjelas lagi agar mudah dimengerti belajar menggunakan laptopagar lebih efisien,efektif,nyaman (dra.winarni)",p
Dalam penyampaian materi cuup baik untuk kedepanya lebih baik lagi,p
"Dimohonkan untuk memperhatikan fasilitas bagi penunjang kegiatan belajar mahasiswa dengan kebersihan kelas, warna cata ruangan, dan pelayanan untuk belajar-mengajar , karena seringnya dijumpai spidol macet, habis dan proyektor yang tidak siap pakai",p
"Lcd diganti dengan kualitas yang baik, ac diperbaiki demi kenyamanan kelas dan baik pembelajarannya dan disediakan microfon untuk kelas",p
"Penghijauan di kampus ,ditanam pohn",p
"Ac mati terus, lcd jelek, papan tulis kotor",n
"Fasilitas umum diperbaiki seperti lcd,ac,tempat diskusi",p
"Fasilitas kampus ditambah, biar dapat bersaing dengan kampus yang lain di yogyakarta",p
Ac ruangan tidak terasa dingin,n
Ac mati terus,n
"1. penambahan ruang kelas, 2. keamanan ditempat parkir, 3. fasilitas kampus kurang",p
Ac,p
Ditingkatkan untuk kedepannya,p
Ruangan panas tolong pasang ac,n
Fasilitas kurang yaitu ac masih banyak yang rusak,n
Diharapkan tindak lanjut dari hasil kuisionernya,p
"Staf jurusan diganti pak ,orangnya ga enak",n
"Untuk kelayakan lcd/ohp segera diperbaiki untuk kelancaran kuliah berlangsung, untuk input transkrip nilai agar bisa dilakukan dirumah tidak harus diportal kampus",p
Ac tidak ada,n
Loket bukopin ditambah ac ditambah,p
Mohon ruangan ditambah ac,p
Ruang s1.06 tambah pendingin ruangan soalnya sangat panas,n
"Ruangan belum ada ac ,kotor dan tidaak nyaman lcd tidak layak",n
Ubin yang pecah diruang p21 tempat parkir yang kurang kipas angin ac,n
Baik,p
Perawalan - jika ada kerusakan llangsung diperbaiki karena memprengaruhi kenyamanan saran internet tidak efisien dosen terlalu atau kurang mengetahui kenyamanan mahasiswa,p
"Ruangan s2.06 acnya kurang dingin, selalu kepanasan ketika belajar, emang lagi sauna po ?? ",n
Tingkat kebersihan lingkungan kampus akprind go green,p
Tingkatkan sarana dan prasarana kampus,p
Ac,p
Ac disemua ruangan cat ulang tembok karena banyak coretan karena banyak orang tidak bertanggung jawab,p
Ac kurang dingin,n
Kelas harus dicat,n
"Pendingin ruangan kurang, wifi sangat kurang, ruang diskusi, atap pada bocor",n
Ruang kelas banyakj coretan ruangan duduk masih lama,n
Pendingin ruangan ditambah woy,n
Mohon ruangan kelas dilengkapi ac,p
Kami butuh ac,n
Tambah fasilitas kelas ac agar lebih nyaman,p
"Pasang ac di ruang b-216,217,218",p
"Fasilitas diruangan diperbaiki, lcd,ac, kursi dan cat dinding diganti",p
Mohon ruangan dicat,p
Kelas yang masih panas segera ditambah pendingin,p
Menjelaskan lebih baik lagi,n
Agar dosennya dapat mengenal mahasiswa satu persatu dalam kelas ini (geologi dasar b),p
Tolong ac dong om,n
Perbanyak buku tentang geologi dasar atau dasar-dasar geologi,p
Ditingkatkan lagi,p
Ac kurang,n
Tingkatkan ketersediaan referensi diperpustakaan,p
"Tolong saat menjelaskan materi jangan meloncat loncat dari satu maslah/soal ke soal yang lain kris suryowati, s.si.;m.si.",n
"Dosen harus lebih perhatian kepada mahasiswayang kurang bisa agar menjadi bisa, sekecil apapun istilah harus dijelaskan barangkali ada yang belum mengetahui kris suryowati, s.si.;m.si.",p
Pembanguann ruangan/gedung kamus direnovasi dan penambahan fasilitas seperti ac dan pembangunan lahan parkir,p
Lebih ditingkatkan keefisienann dalam memberi matakuliah,p
"Dalam mengajar domohon pelan2 agar mahasiswa mengerti tidak loncat2 kris suryowati, s.si.;m.si. ditambahkan ac",n
Nothing,n
"Kurang paham dalam pembelajaran tolong bu kris suryowati, s.si.;m.si. nilai kurang nyaman dalam belajar",n
"Mohon kelas dikasih ac nilai mohon diatas kkn bu kris suryowati, s.si.;m.si.",n
"Nilai tolong bu kris suryowati, s.si.;m.si. minimal 7",n
Untuk perlengkapan ruangan kelas dapat ditambahkan pengeras suara,p
"Atap bocor, ac",n
"Mengajarnya enak, mudah dimengerti, pembelajaran menyenangkan",p
Student lounge atap bocor tolong diperbaiki,n
Student lounge atap bocor diperbaiki,n
Fasilitas internet dperbaharui,p
Benahi infrestruktur,p
Mohon parkiran diberi cctv,p
Untuk pendinginan agar ditambahkan karena dengan ruangan sebesar ini masih kurang untuk pendinginan,p
Pengharum ruang ditambah demi kenyamanan ac lebih dingin lagi,p
Perbaikan pada infocusnya supaya lebih jelas gambarnya,p
Infocus diperbaiki,p
Ruangan tolong dipasang ac,p
Panas ac ne endi,n
Kenyamanan kelas harap ditingkatkan dengan memasang pendingin ruangan yang sesuai dengan kelas,p
Ac kurang dingni parkiran kurang ditata(tukan parkir kesed) wifi bagi mahasiswa yang tidak digembok/diproteksi kurang banyak(beri password pada mhs agar tak perlu menambah jumlah router),n
Lampu kelas kotor,n
Atap yang bocor swegera diganti ,n
Tolong tambahin ac supaya belajarnya nyaman,n
"Untuk kelasnya tolong ditambahkan pendingin ruangan, agar bisa belajar dengan nyaman",p
Untuk fasilitas perlu ditambahkan lagi (fasilitas sekolah),p
Sediakan ruang khusus perokok,p
"Acnya bos buk kris suryowati, s.si.;m.si. tolong nilainya ",n
"Untuk ac sudah banayk dipasang namun tetap panas absen elektronik terbengkalai, eman2",n
Tolong ac ditambah agar dapat belajar dengan nyaman,p
Kebersihan kampus ditingkatkan lagi ac disetiap kelas diperbaiki karena tidak dingin wifi diperbaiki kampus dicat ulang,p
Ac bos,n
Beadakan maan praktek mana teori,n
Kelas + ac pleace,n
"Untuk dosen mohon diperjelas kalau mengajar, jangan asal bu kris suryowati, s.si.;m.si. tambahkan ac kurang nyaman",n
Ac nya kok nggak dingin sih,n
"Kami butuh ac, pasang ac disetiap kelas ibu kris suryowati, s.si.;m.si. kalau mengajar yang lebih sabar dan jelas agar saya paham",n
Ruangan tidak dingin,n
Fasilitas kelas ditambah demi kenyamanan dalam belajar,p
"Lebih mengenal mahasiswanya drs. syukri abdullah, m.hum meningkatkan pembelajaran",n
"Semangat mengajar drs. syukri abdullah, m.hum",p
Lantai ubin tolong diperbaharui,n
Ruang kelas terlalu panas,n
"Pemberian materi kurang jelas drs. syukri abdullah, m.hum",n
Gedung perlu ditambah dan setiap kelas perlu dikasih ac dan di renov,p
Renovasi bangunan harus dilaksanakan,n
Cukup baik dan tingkatkan,p
Fasilitas ruangan ditambah,p
Fasilitas kelas baik tapi ditingkatkan lagi kenyamanannya dosen yang bersangkutan cukup baik dalam mengajar dan menyampaikan materi seperti tambah ac disetiap ruangan,p
Dosen yang bersangkutan secara keseluruhan telah mengajar dengan baik dan untuk fasilitas ruang belajar harap ditambah ac yang lebih baik,p
Fasilitas sarana dan prasarana kurang memadai terutama pada bangunan kampus (parkiran ruang himpunan lapangan khusus kampus) kita butuh kenyamanan dan keamanan yang lebih efektif bangunan kampus dan wilayah kampus diperbesar lagi,p
